img_name,image
Chital (10).jpeg,c:\Users\adoni\Desktop\CBIR-proyect\images\train\Chital (10).jpeg
Chital (10).jpg,c:\Users\adoni\Desktop\CBIR-proyect\images\train\Chital (10).jpg
Chital (100).jpg,c:\Users\adoni\Desktop\CBIR-proyect\images\train\Chital (100).jpg
Chital (101).jpg,c:\Users\adoni\Desktop\CBIR-proyect\images\train\Chital (101).jpg
Chital (102).jpg,c:\Users\adoni\Desktop\CBIR-proyect\images\train\Chital (102).jpg
Chital (103).jpg,c:\Users\adoni\Desktop\CBIR-proyect\images\train\Chital (103).jpg
Chital (104).jpg,c:\Users\adoni\Desktop\CBIR-proyect\images\train\Chital (104).jpg
Chital (105).jpg,c:\Users\adoni\Desktop\CBIR-proyect\images\train\Chital (105).jpg
Chital (106).jpg,c:\Users\adoni\Desktop\CBIR-proyect\images\train\Chital (106).jpg
Chital (107).jpg,c:\Users\adoni\Desktop\CBIR-proyect\images\train\Chital (107).jpg
Chital (108).jpg,c:\Users\adoni\Desktop\CBIR-proyect\images\train\Chital (108).jpg
Chital (109).jpg,c:\Users\adoni\Desktop\CBIR-proyect\images\train\Chital (109).jpg
Chital (11).jpeg,c:\Users\adoni\Desktop\CBIR-proyect\images\train\Chital (11).jpeg
Chital (11).jpg,c:\Users\adoni\Desktop\CBIR-proyect\images\train\Chital (11).jpg
Chital (110).jpg,c:\Users\adoni\Desktop\CBIR-proyect\images\train\Chital (110).jpg
Chital (112).jpg,c:\Users\adoni\Desktop\CBIR-proyect\images\train\Chital (112).jpg
Chital (113).jpg,c:\Users\adoni\Desktop\CBIR-proyect\images\train\Chital (113).jpg
Chital (114).jpg,c:\Users\adoni\Desktop\CBIR-proyect\images\train\Chital (114).jpg
Chital (116).jpg,c:\Users\adoni\Desktop\CBIR-proyect\images\train\Chital (116).jpg
Chital (117).jpg,c:\Users\adoni\Desktop\CBIR-proyect\images\train\Chital (117).jpg
Chital (118).jpg,c:\Users\adoni\Desktop\CBIR-proyect\images\train\Chital (118).jpg
Chital (119).jpg,c:\Users\adoni\Desktop\CBIR-proyect\images\train\Chital (119).jpg
Chital (12).jpeg,c:\Users\adoni\Desktop\CBIR-proyect\images\train\Chital (12).jpeg
Chital (12).jpg,c:\Users\adoni\Desktop\CBIR-proyect\images\train\Chital (12).jpg
Chital (120).jpg,c:\Users\adoni\Desktop\CBIR-proyect\images\train\Chital (120).jpg
Chital (121).jpg,c:\Users\adoni\Desktop\CBIR-proyect\images\train\Chital (121).jpg
Chital (122).jpg,c:\Users\adoni\Desktop\CBIR-proyect\images\train\Chital (122).jpg
Chital (124).jpg,c:\Users\adoni\Desktop\CBIR-proyect\images\train\Chital (124).jpg
Chital (126).jpg,c:\Users\adoni\Desktop\CBIR-proyect\images\train\Chital (126).jpg
Chital (127).jpg,c:\Users\adoni\Desktop\CBIR-proyect\images\train\Chital (127).jpg
Chital (128).jpg,c:\Users\adoni\Desktop\CBIR-proyect\images\train\Chital (128).jpg
Chital (129).jpg,c:\Users\adoni\Desktop\CBIR-proyect\images\train\Chital (129).jpg
Chital (13).jpeg,c:\Users\adoni\Desktop\CBIR-proyect\images\train\Chital (13).jpeg
Chital (13).jpg,c:\Users\adoni\Desktop\CBIR-proyect\images\train\Chital (13).jpg
Chital (130).jpg,c:\Users\adoni\Desktop\CBIR-proyect\images\train\Chital (130).jpg
Chital (131).jpg,c:\Users\adoni\Desktop\CBIR-proyect\images\train\Chital (131).jpg
Chital (132).jpg,c:\Users\adoni\Desktop\CBIR-proyect\images\train\Chital (132).jpg
Chital (133).jpg,c:\Users\adoni\Desktop\CBIR-proyect\images\train\Chital (133).jpg
Chital (135).jpg,c:\Users\adoni\Desktop\CBIR-proyect\images\train\Chital (135).jpg
Chital (136).jpg,c:\Users\adoni\Desktop\CBIR-proyect\images\train\Chital (136).jpg
Chital (137).jpg,c:\Users\adoni\Desktop\CBIR-proyect\images\train\Chital (137).jpg
Chital (138).jpg,c:\Users\adoni\Desktop\CBIR-proyect\images\train\Chital (138).jpg
Chital (139).jpg,c:\Users\adoni\Desktop\CBIR-proyect\images\train\Chital (139).jpg
Chital (14).jpeg,c:\Users\adoni\Desktop\CBIR-proyect\images\train\Chital (14).jpeg
Chital (14).jpg,c:\Users\adoni\Desktop\CBIR-proyect\images\train\Chital (14).jpg
Chital (140).jpg,c:\Users\adoni\Desktop\CBIR-proyect\images\train\Chital (140).jpg
Chital (141).jpg,c:\Users\adoni\Desktop\CBIR-proyect\images\train\Chital (141).jpg
Chital (15).jpeg,c:\Users\adoni\Desktop\CBIR-proyect\images\train\Chital (15).jpeg
Chital (15).jpg,c:\Users\adoni\Desktop\CBIR-proyect\images\train\Chital (15).jpg
Chital (150).jpg,c:\Users\adoni\Desktop\CBIR-proyect\images\train\Chital (150).jpg
Chital (151).webp,c:\Users\adoni\Desktop\CBIR-proyect\images\train\Chital (151).webp
Chital (16).jpg,c:\Users\adoni\Desktop\CBIR-proyect\images\train\Chital (16).jpg
Chital (17).jpeg,c:\Users\adoni\Desktop\CBIR-proyect\images\train\Chital (17).jpeg
Chital (17).jpg,c:\Users\adoni\Desktop\CBIR-proyect\images\train\Chital (17).jpg
Chital (18).jpeg,c:\Users\adoni\Desktop\CBIR-proyect\images\train\Chital (18).jpeg
Chital (18).jpg,c:\Users\adoni\Desktop\CBIR-proyect\images\train\Chital (18).jpg
Chital (19).jpeg,c:\Users\adoni\Desktop\CBIR-proyect\images\train\Chital (19).jpeg
Chital (2).jpg,c:\Users\adoni\Desktop\CBIR-proyect\images\train\Chital (2).jpg
Chital (2).png,c:\Users\adoni\Desktop\CBIR-proyect\images\train\Chital (2).png
Chital (2).webp,c:\Users\adoni\Desktop\CBIR-proyect\images\train\Chital (2).webp
Chital (20).jpg,c:\Users\adoni\Desktop\CBIR-proyect\images\train\Chital (20).jpg
Chital (21).jpg,c:\Users\adoni\Desktop\CBIR-proyect\images\train\Chital (21).jpg
Chital (22).jpg,c:\Users\adoni\Desktop\CBIR-proyect\images\train\Chital (22).jpg
Chital (24).jpg,c:\Users\adoni\Desktop\CBIR-proyect\images\train\Chital (24).jpg
Chital (26).jpg,c:\Users\adoni\Desktop\CBIR-proyect\images\train\Chital (26).jpg
Chital (27).jpg,c:\Users\adoni\Desktop\CBIR-proyect\images\train\Chital (27).jpg
Chital (29).jpg,c:\Users\adoni\Desktop\CBIR-proyect\images\train\Chital (29).jpg
Chital (3).jpeg,c:\Users\adoni\Desktop\CBIR-proyect\images\train\Chital (3).jpeg
Chital (3).jpg,c:\Users\adoni\Desktop\CBIR-proyect\images\train\Chital (3).jpg
Chital (3).png,c:\Users\adoni\Desktop\CBIR-proyect\images\train\Chital (3).png
Chital (31).jpg,c:\Users\adoni\Desktop\CBIR-proyect\images\train\Chital (31).jpg
Chital (32).jpg,c:\Users\adoni\Desktop\CBIR-proyect\images\train\Chital (32).jpg
Chital (34).jpg,c:\Users\adoni\Desktop\CBIR-proyect\images\train\Chital (34).jpg
Chital (35).jpg,c:\Users\adoni\Desktop\CBIR-proyect\images\train\Chital (35).jpg
Chital (37).jpg,c:\Users\adoni\Desktop\CBIR-proyect\images\train\Chital (37).jpg
Chital (38).jpg,c:\Users\adoni\Desktop\CBIR-proyect\images\train\Chital (38).jpg
Chital (39).jpg,c:\Users\adoni\Desktop\CBIR-proyect\images\train\Chital (39).jpg
Chital (4).jpeg,c:\Users\adoni\Desktop\CBIR-proyect\images\train\Chital (4).jpeg
Chital (40).jpg,c:\Users\adoni\Desktop\CBIR-proyect\images\train\Chital (40).jpg
Chital (41).jpg,c:\Users\adoni\Desktop\CBIR-proyect\images\train\Chital (41).jpg
Chital (42).jpg,c:\Users\adoni\Desktop\CBIR-proyect\images\train\Chital (42).jpg
Chital (43).jpg,c:\Users\adoni\Desktop\CBIR-proyect\images\train\Chital (43).jpg
Chital (44).jpg,c:\Users\adoni\Desktop\CBIR-proyect\images\train\Chital (44).jpg
Chital (45).jpg,c:\Users\adoni\Desktop\CBIR-proyect\images\train\Chital (45).jpg
Chital (46).jpg,c:\Users\adoni\Desktop\CBIR-proyect\images\train\Chital (46).jpg
Chital (48).jpg,c:\Users\adoni\Desktop\CBIR-proyect\images\train\Chital (48).jpg
Chital (49).jpg,c:\Users\adoni\Desktop\CBIR-proyect\images\train\Chital (49).jpg
Chital (5).jpg,c:\Users\adoni\Desktop\CBIR-proyect\images\train\Chital (5).jpg
Chital (50).jpg,c:\Users\adoni\Desktop\CBIR-proyect\images\train\Chital (50).jpg
Chital (51).jpg,c:\Users\adoni\Desktop\CBIR-proyect\images\train\Chital (51).jpg
Chital (52).jpg,c:\Users\adoni\Desktop\CBIR-proyect\images\train\Chital (52).jpg
Chital (53).jpg,c:\Users\adoni\Desktop\CBIR-proyect\images\train\Chital (53).jpg
Chital (55).jpg,c:\Users\adoni\Desktop\CBIR-proyect\images\train\Chital (55).jpg
Chital (56).jpg,c:\Users\adoni\Desktop\CBIR-proyect\images\train\Chital (56).jpg
Chital (57).jpg,c:\Users\adoni\Desktop\CBIR-proyect\images\train\Chital (57).jpg
Chital (58).jpg,c:\Users\adoni\Desktop\CBIR-proyect\images\train\Chital (58).jpg
Chital (59).jpg,c:\Users\adoni\Desktop\CBIR-proyect\images\train\Chital (59).jpg
Chital (6).jpg,c:\Users\adoni\Desktop\CBIR-proyect\images\train\Chital (6).jpg
Chital (60).jpg,c:\Users\adoni\Desktop\CBIR-proyect\images\train\Chital (60).jpg
Chital (61).jpg,c:\Users\adoni\Desktop\CBIR-proyect\images\train\Chital (61).jpg
Chital (62).jpg,c:\Users\adoni\Desktop\CBIR-proyect\images\train\Chital (62).jpg
Chital (63).jpg,c:\Users\adoni\Desktop\CBIR-proyect\images\train\Chital (63).jpg
Chital (64).jpg,c:\Users\adoni\Desktop\CBIR-proyect\images\train\Chital (64).jpg
Chital (65).jpg,c:\Users\adoni\Desktop\CBIR-proyect\images\train\Chital (65).jpg
Chital (66).jpg,c:\Users\adoni\Desktop\CBIR-proyect\images\train\Chital (66).jpg
Chital (67).jpg,c:\Users\adoni\Desktop\CBIR-proyect\images\train\Chital (67).jpg
Chital (68).jpg,c:\Users\adoni\Desktop\CBIR-proyect\images\train\Chital (68).jpg
Chital (69).jpg,c:\Users\adoni\Desktop\CBIR-proyect\images\train\Chital (69).jpg
Chital (7).jpeg,c:\Users\adoni\Desktop\CBIR-proyect\images\train\Chital (7).jpeg
Chital (70).jpg,c:\Users\adoni\Desktop\CBIR-proyect\images\train\Chital (70).jpg
Chital (71).jpg,c:\Users\adoni\Desktop\CBIR-proyect\images\train\Chital (71).jpg
Chital (72).jpg,c:\Users\adoni\Desktop\CBIR-proyect\images\train\Chital (72).jpg
Chital (73).jpg,c:\Users\adoni\Desktop\CBIR-proyect\images\train\Chital (73).jpg
Chital (74).jpg,c:\Users\adoni\Desktop\CBIR-proyect\images\train\Chital (74).jpg
Chital (75).jpg,c:\Users\adoni\Desktop\CBIR-proyect\images\train\Chital (75).jpg
Chital (76).jpg,c:\Users\adoni\Desktop\CBIR-proyect\images\train\Chital (76).jpg
Chital (77).jpg,c:\Users\adoni\Desktop\CBIR-proyect\images\train\Chital (77).jpg
Chital (78).jpg,c:\Users\adoni\Desktop\CBIR-proyect\images\train\Chital (78).jpg
Chital (79).jpg,c:\Users\adoni\Desktop\CBIR-proyect\images\train\Chital (79).jpg
Chital (8).jpg,c:\Users\adoni\Desktop\CBIR-proyect\images\train\Chital (8).jpg
Chital (80).jpg,c:\Users\adoni\Desktop\CBIR-proyect\images\train\Chital (80).jpg
Chital (81).jpg,c:\Users\adoni\Desktop\CBIR-proyect\images\train\Chital (81).jpg
Chital (82).jpg,c:\Users\adoni\Desktop\CBIR-proyect\images\train\Chital (82).jpg
Chital (83).jpg,c:\Users\adoni\Desktop\CBIR-proyect\images\train\Chital (83).jpg
Chital (84).jpg,c:\Users\adoni\Desktop\CBIR-proyect\images\train\Chital (84).jpg
Chital (85).jpg,c:\Users\adoni\Desktop\CBIR-proyect\images\train\Chital (85).jpg
Chital (86).jpg,c:\Users\adoni\Desktop\CBIR-proyect\images\train\Chital (86).jpg
Chital (87).jpg,c:\Users\adoni\Desktop\CBIR-proyect\images\train\Chital (87).jpg
Chital (89).jpg,c:\Users\adoni\Desktop\CBIR-proyect\images\train\Chital (89).jpg
Chital (9).jpg,c:\Users\adoni\Desktop\CBIR-proyect\images\train\Chital (9).jpg
Chital (90).jpg,c:\Users\adoni\Desktop\CBIR-proyect\images\train\Chital (90).jpg
Chital (92).jpg,c:\Users\adoni\Desktop\CBIR-proyect\images\train\Chital (92).jpg
Chital (93).jpg,c:\Users\adoni\Desktop\CBIR-proyect\images\train\Chital (93).jpg
Chital (94).jpg,c:\Users\adoni\Desktop\CBIR-proyect\images\train\Chital (94).jpg
Chital (95).jpg,c:\Users\adoni\Desktop\CBIR-proyect\images\train\Chital (95).jpg
Chital (97).jpg,c:\Users\adoni\Desktop\CBIR-proyect\images\train\Chital (97).jpg
Chital (98).jpg,c:\Users\adoni\Desktop\CBIR-proyect\images\train\Chital (98).jpg
Chital (99).jpg,c:\Users\adoni\Desktop\CBIR-proyect\images\train\Chital (99).jpg
Golden Langur (10).jpg,c:\Users\adoni\Desktop\CBIR-proyect\images\train\Golden Langur (10).jpg
Golden Langur (100).jpg,c:\Users\adoni\Desktop\CBIR-proyect\images\train\Golden Langur (100).jpg
Golden Langur (101).jpg,c:\Users\adoni\Desktop\CBIR-proyect\images\train\Golden Langur (101).jpg
Golden Langur (102).jpg,c:\Users\adoni\Desktop\CBIR-proyect\images\train\Golden Langur (102).jpg
Golden Langur (104).jpg,c:\Users\adoni\Desktop\CBIR-proyect\images\train\Golden Langur (104).jpg
Golden Langur (105).jpg,c:\Users\adoni\Desktop\CBIR-proyect\images\train\Golden Langur (105).jpg
Golden Langur (106).jpg,c:\Users\adoni\Desktop\CBIR-proyect\images\train\Golden Langur (106).jpg
Golden Langur (107).jpg,c:\Users\adoni\Desktop\CBIR-proyect\images\train\Golden Langur (107).jpg
Golden Langur (108).jpg,c:\Users\adoni\Desktop\CBIR-proyect\images\train\Golden Langur (108).jpg
Golden Langur (110).jpg,c:\Users\adoni\Desktop\CBIR-proyect\images\train\Golden Langur (110).jpg
Golden Langur (111).jpg,c:\Users\adoni\Desktop\CBIR-proyect\images\train\Golden Langur (111).jpg
Golden Langur (112).jpg,c:\Users\adoni\Desktop\CBIR-proyect\images\train\Golden Langur (112).jpg
Golden Langur (113).jpg,c:\Users\adoni\Desktop\CBIR-proyect\images\train\Golden Langur (113).jpg
Golden Langur (114).jpg,c:\Users\adoni\Desktop\CBIR-proyect\images\train\Golden Langur (114).jpg
Golden Langur (115).jpg,c:\Users\adoni\Desktop\CBIR-proyect\images\train\Golden Langur (115).jpg
Golden Langur (116).jpg,c:\Users\adoni\Desktop\CBIR-proyect\images\train\Golden Langur (116).jpg
Golden Langur (117).jpg,c:\Users\adoni\Desktop\CBIR-proyect\images\train\Golden Langur (117).jpg
Golden Langur (118).jpg,c:\Users\adoni\Desktop\CBIR-proyect\images\train\Golden Langur (118).jpg
Golden Langur (119).jpg,c:\Users\adoni\Desktop\CBIR-proyect\images\train\Golden Langur (119).jpg
Golden Langur (12).jpg,c:\Users\adoni\Desktop\CBIR-proyect\images\train\Golden Langur (12).jpg
Golden Langur (120).jpg,c:\Users\adoni\Desktop\CBIR-proyect\images\train\Golden Langur (120).jpg
Golden Langur (121).jpg,c:\Users\adoni\Desktop\CBIR-proyect\images\train\Golden Langur (121).jpg
Golden Langur (122).jpg,c:\Users\adoni\Desktop\CBIR-proyect\images\train\Golden Langur (122).jpg
Golden Langur (13).jpg,c:\Users\adoni\Desktop\CBIR-proyect\images\train\Golden Langur (13).jpg
Golden Langur (130).jpg,c:\Users\adoni\Desktop\CBIR-proyect\images\train\Golden Langur (130).jpg
Golden Langur (14).jpg,c:\Users\adoni\Desktop\CBIR-proyect\images\train\Golden Langur (14).jpg
Golden Langur (15).jpg,c:\Users\adoni\Desktop\CBIR-proyect\images\train\Golden Langur (15).jpg
Golden Langur (16).jpg,c:\Users\adoni\Desktop\CBIR-proyect\images\train\Golden Langur (16).jpg
Golden Langur (17).jpg,c:\Users\adoni\Desktop\CBIR-proyect\images\train\Golden Langur (17).jpg
Golden Langur (18).jpg,c:\Users\adoni\Desktop\CBIR-proyect\images\train\Golden Langur (18).jpg
Golden Langur (19).jpg,c:\Users\adoni\Desktop\CBIR-proyect\images\train\Golden Langur (19).jpg
Golden Langur (2).jpg,c:\Users\adoni\Desktop\CBIR-proyect\images\train\Golden Langur (2).jpg
Golden Langur (20).jpg,c:\Users\adoni\Desktop\CBIR-proyect\images\train\Golden Langur (20).jpg
Golden Langur (21).jpg,c:\Users\adoni\Desktop\CBIR-proyect\images\train\Golden Langur (21).jpg
Golden Langur (23).jpg,c:\Users\adoni\Desktop\CBIR-proyect\images\train\Golden Langur (23).jpg
Golden Langur (24).jpg,c:\Users\adoni\Desktop\CBIR-proyect\images\train\Golden Langur (24).jpg
Golden Langur (25).jpg,c:\Users\adoni\Desktop\CBIR-proyect\images\train\Golden Langur (25).jpg
Golden Langur (27).jpg,c:\Users\adoni\Desktop\CBIR-proyect\images\train\Golden Langur (27).jpg
Golden Langur (29).jpg,c:\Users\adoni\Desktop\CBIR-proyect\images\train\Golden Langur (29).jpg
Golden Langur (3).jpg,c:\Users\adoni\Desktop\CBIR-proyect\images\train\Golden Langur (3).jpg
Golden Langur (30).jpg,c:\Users\adoni\Desktop\CBIR-proyect\images\train\Golden Langur (30).jpg
Golden Langur (32).jpg,c:\Users\adoni\Desktop\CBIR-proyect\images\train\Golden Langur (32).jpg
Golden Langur (34).jpg,c:\Users\adoni\Desktop\CBIR-proyect\images\train\Golden Langur (34).jpg
Golden Langur (35).jpg,c:\Users\adoni\Desktop\CBIR-proyect\images\train\Golden Langur (35).jpg
Golden Langur (36).jpg,c:\Users\adoni\Desktop\CBIR-proyect\images\train\Golden Langur (36).jpg
Golden Langur (37).jpg,c:\Users\adoni\Desktop\CBIR-proyect\images\train\Golden Langur (37).jpg
Golden Langur (38).jpg,c:\Users\adoni\Desktop\CBIR-proyect\images\train\Golden Langur (38).jpg
Golden Langur (39).jpg,c:\Users\adoni\Desktop\CBIR-proyect\images\train\Golden Langur (39).jpg
Golden Langur (40).jpg,c:\Users\adoni\Desktop\CBIR-proyect\images\train\Golden Langur (40).jpg
Golden Langur (41).jpg,c:\Users\adoni\Desktop\CBIR-proyect\images\train\Golden Langur (41).jpg
Golden Langur (42).jpg,c:\Users\adoni\Desktop\CBIR-proyect\images\train\Golden Langur (42).jpg
Golden Langur (43).jpg,c:\Users\adoni\Desktop\CBIR-proyect\images\train\Golden Langur (43).jpg
Golden Langur (44).jpg,c:\Users\adoni\Desktop\CBIR-proyect\images\train\Golden Langur (44).jpg
Golden Langur (46).jpg,c:\Users\adoni\Desktop\CBIR-proyect\images\train\Golden Langur (46).jpg
Golden Langur (47).jpg,c:\Users\adoni\Desktop\CBIR-proyect\images\train\Golden Langur (47).jpg
Golden Langur (48).jpg,c:\Users\adoni\Desktop\CBIR-proyect\images\train\Golden Langur (48).jpg
Golden Langur (49).jpg,c:\Users\adoni\Desktop\CBIR-proyect\images\train\Golden Langur (49).jpg
Golden Langur (5).jpg,c:\Users\adoni\Desktop\CBIR-proyect\images\train\Golden Langur (5).jpg
Golden Langur (50).jpg,c:\Users\adoni\Desktop\CBIR-proyect\images\train\Golden Langur (50).jpg
Golden Langur (54).jpg,c:\Users\adoni\Desktop\CBIR-proyect\images\train\Golden Langur (54).jpg
Golden Langur (57).jpg,c:\Users\adoni\Desktop\CBIR-proyect\images\train\Golden Langur (57).jpg
Golden Langur (58).jpg,c:\Users\adoni\Desktop\CBIR-proyect\images\train\Golden Langur (58).jpg
Golden Langur (60).jpg,c:\Users\adoni\Desktop\CBIR-proyect\images\train\Golden Langur (60).jpg
Golden Langur (61).jpg,c:\Users\adoni\Desktop\CBIR-proyect\images\train\Golden Langur (61).jpg
Golden Langur (62).jpg,c:\Users\adoni\Desktop\CBIR-proyect\images\train\Golden Langur (62).jpg
Golden Langur (63).jpg,c:\Users\adoni\Desktop\CBIR-proyect\images\train\Golden Langur (63).jpg
Golden Langur (64).jpg,c:\Users\adoni\Desktop\CBIR-proyect\images\train\Golden Langur (64).jpg
Golden Langur (65).jpg,c:\Users\adoni\Desktop\CBIR-proyect\images\train\Golden Langur (65).jpg
Golden Langur (66).jpg,c:\Users\adoni\Desktop\CBIR-proyect\images\train\Golden Langur (66).jpg
Golden Langur (67).jpg,c:\Users\adoni\Desktop\CBIR-proyect\images\train\Golden Langur (67).jpg
Golden Langur (68).jpg,c:\Users\adoni\Desktop\CBIR-proyect\images\train\Golden Langur (68).jpg
Golden Langur (7).jpg,c:\Users\adoni\Desktop\CBIR-proyect\images\train\Golden Langur (7).jpg
Golden Langur (70).jpg,c:\Users\adoni\Desktop\CBIR-proyect\images\train\Golden Langur (70).jpg
Golden Langur (71).jpg,c:\Users\adoni\Desktop\CBIR-proyect\images\train\Golden Langur (71).jpg
Golden Langur (72).jpg,c:\Users\adoni\Desktop\CBIR-proyect\images\train\Golden Langur (72).jpg
Golden Langur (73).jpg,c:\Users\adoni\Desktop\CBIR-proyect\images\train\Golden Langur (73).jpg
Golden Langur (74).jpg,c:\Users\adoni\Desktop\CBIR-proyect\images\train\Golden Langur (74).jpg
Golden Langur (75).jpg,c:\Users\adoni\Desktop\CBIR-proyect\images\train\Golden Langur (75).jpg
Golden Langur (76).jpg,c:\Users\adoni\Desktop\CBIR-proyect\images\train\Golden Langur (76).jpg
Golden Langur (77).jpg,c:\Users\adoni\Desktop\CBIR-proyect\images\train\Golden Langur (77).jpg
Golden Langur (78).jpg,c:\Users\adoni\Desktop\CBIR-proyect\images\train\Golden Langur (78).jpg
Golden Langur (8).jpg,c:\Users\adoni\Desktop\CBIR-proyect\images\train\Golden Langur (8).jpg
Golden Langur (80).jpg,c:\Users\adoni\Desktop\CBIR-proyect\images\train\Golden Langur (80).jpg
Golden Langur (81).jpg,c:\Users\adoni\Desktop\CBIR-proyect\images\train\Golden Langur (81).jpg
Golden Langur (82).jpg,c:\Users\adoni\Desktop\CBIR-proyect\images\train\Golden Langur (82).jpg
Golden Langur (83).jpg,c:\Users\adoni\Desktop\CBIR-proyect\images\train\Golden Langur (83).jpg
Golden Langur (84).jpg,c:\Users\adoni\Desktop\CBIR-proyect\images\train\Golden Langur (84).jpg
Golden Langur (85).jpg,c:\Users\adoni\Desktop\CBIR-proyect\images\train\Golden Langur (85).jpg
Golden Langur (87).jpg,c:\Users\adoni\Desktop\CBIR-proyect\images\train\Golden Langur (87).jpg
Golden Langur (88).jpg,c:\Users\adoni\Desktop\CBIR-proyect\images\train\Golden Langur (88).jpg
Golden Langur (89).jpg,c:\Users\adoni\Desktop\CBIR-proyect\images\train\Golden Langur (89).jpg
Golden Langur (9).jpg,c:\Users\adoni\Desktop\CBIR-proyect\images\train\Golden Langur (9).jpg
Golden Langur (90).jpg,c:\Users\adoni\Desktop\CBIR-proyect\images\train\Golden Langur (90).jpg
Golden Langur (91).jpg,c:\Users\adoni\Desktop\CBIR-proyect\images\train\Golden Langur (91).jpg
Golden Langur (92).jpg,c:\Users\adoni\Desktop\CBIR-proyect\images\train\Golden Langur (92).jpg
Golden Langur (93).jpg,c:\Users\adoni\Desktop\CBIR-proyect\images\train\Golden Langur (93).jpg
Golden Langur (94).jpg,c:\Users\adoni\Desktop\CBIR-proyect\images\train\Golden Langur (94).jpg
Golden Langur (95).jpg,c:\Users\adoni\Desktop\CBIR-proyect\images\train\Golden Langur (95).jpg
Golden Langur (96).jpg,c:\Users\adoni\Desktop\CBIR-proyect\images\train\Golden Langur (96).jpg
Golden Langur (97).jpg,c:\Users\adoni\Desktop\CBIR-proyect\images\train\Golden Langur (97).jpg
Golden Langur (98).jpg,c:\Users\adoni\Desktop\CBIR-proyect\images\train\Golden Langur (98).jpg
Golden Langur (99).jpg,c:\Users\adoni\Desktop\CBIR-proyect\images\train\Golden Langur (99).jpg
Honey Badger (10).jpg,c:\Users\adoni\Desktop\CBIR-proyect\images\train\Honey Badger (10).jpg
Honey Badger (11).jpg,c:\Users\adoni\Desktop\CBIR-proyect\images\train\Honey Badger (11).jpg
Honey Badger (12).jpg,c:\Users\adoni\Desktop\CBIR-proyect\images\train\Honey Badger (12).jpg
Honey Badger (13).jpg,c:\Users\adoni\Desktop\CBIR-proyect\images\train\Honey Badger (13).jpg
Honey Badger (14).jpg,c:\Users\adoni\Desktop\CBIR-proyect\images\train\Honey Badger (14).jpg
Honey Badger (15).jpg,c:\Users\adoni\Desktop\CBIR-proyect\images\train\Honey Badger (15).jpg
Honey Badger (16).jpg,c:\Users\adoni\Desktop\CBIR-proyect\images\train\Honey Badger (16).jpg
Honey Badger (17).jpg,c:\Users\adoni\Desktop\CBIR-proyect\images\train\Honey Badger (17).jpg
Honey Badger (2).jpg,c:\Users\adoni\Desktop\CBIR-proyect\images\train\Honey Badger (2).jpg
Honey Badger (2).webp,c:\Users\adoni\Desktop\CBIR-proyect\images\train\Honey Badger (2).webp
Honey Badger (20).jpg,c:\Users\adoni\Desktop\CBIR-proyect\images\train\Honey Badger (20).jpg
Honey Badger (21).jpg,c:\Users\adoni\Desktop\CBIR-proyect\images\train\Honey Badger (21).jpg
Honey Badger (22).jpg,c:\Users\adoni\Desktop\CBIR-proyect\images\train\Honey Badger (22).jpg
Honey Badger (23).jpg,c:\Users\adoni\Desktop\CBIR-proyect\images\train\Honey Badger (23).jpg
Honey Badger (24).jpg,c:\Users\adoni\Desktop\CBIR-proyect\images\train\Honey Badger (24).jpg
Honey Badger (25).jpg,c:\Users\adoni\Desktop\CBIR-proyect\images\train\Honey Badger (25).jpg
Honey Badger (27).jpg,c:\Users\adoni\Desktop\CBIR-proyect\images\train\Honey Badger (27).jpg
Honey Badger (28).jpg,c:\Users\adoni\Desktop\CBIR-proyect\images\train\Honey Badger (28).jpg
Honey Badger (29).jpg,c:\Users\adoni\Desktop\CBIR-proyect\images\train\Honey Badger (29).jpg
Honey Badger (3).jpeg,c:\Users\adoni\Desktop\CBIR-proyect\images\train\Honey Badger (3).jpeg
Honey Badger (3).jpg,c:\Users\adoni\Desktop\CBIR-proyect\images\train\Honey Badger (3).jpg
Honey Badger (3).png,c:\Users\adoni\Desktop\CBIR-proyect\images\train\Honey Badger (3).png
Honey Badger (3).webp,c:\Users\adoni\Desktop\CBIR-proyect\images\train\Honey Badger (3).webp
Honey Badger (30).jpg,c:\Users\adoni\Desktop\CBIR-proyect\images\train\Honey Badger (30).jpg
Honey Badger (31).jpg,c:\Users\adoni\Desktop\CBIR-proyect\images\train\Honey Badger (31).jpg
Honey Badger (32).jpg,c:\Users\adoni\Desktop\CBIR-proyect\images\train\Honey Badger (32).jpg
Honey Badger (33).jpg,c:\Users\adoni\Desktop\CBIR-proyect\images\train\Honey Badger (33).jpg
Honey Badger (35).jpg,c:\Users\adoni\Desktop\CBIR-proyect\images\train\Honey Badger (35).jpg
Honey Badger (36).jpg,c:\Users\adoni\Desktop\CBIR-proyect\images\train\Honey Badger (36).jpg
Honey Badger (37).jpg,c:\Users\adoni\Desktop\CBIR-proyect\images\train\Honey Badger (37).jpg
Honey Badger (38).jpg,c:\Users\adoni\Desktop\CBIR-proyect\images\train\Honey Badger (38).jpg
Honey Badger (4).jpeg,c:\Users\adoni\Desktop\CBIR-proyect\images\train\Honey Badger (4).jpeg
Honey Badger (4).jpg,c:\Users\adoni\Desktop\CBIR-proyect\images\train\Honey Badger (4).jpg
Honey Badger (41).jpg,c:\Users\adoni\Desktop\CBIR-proyect\images\train\Honey Badger (41).jpg
